Publication,Word,Frequency,Logo
New York Times,islamist,171,https://cdn.glitch.global/46639e58-58ca-4804-8212-3dff4efcf484/nytimes_logo.jpeg?v=1724286356946
New York Times,law,169,https://cdn.glitch.global/46639e58-58ca-4804-8212-3dff4efcf484/nytimes_logo.jpeg?v=1724286356946
New York Times,american,164,https://cdn.glitch.global/46639e58-58ca-4804-8212-3dff4efcf484/nytimes_logo.jpeg?v=1724286356946
New York Times,leader,164,https://cdn.glitch.global/46639e58-58ca-4804-8212-3dff4efcf484/nytimes_logo.jpeg?v=1724286356946
New York Times,work,163,https://cdn.glitch.global/46639e58-58ca-4804-8212-3dff4efcf484/nytimes_logo.jpeg?v=1724286356946
New York Times,plaza,163,https://cdn.glitch.global/46639e58-58ca-4804-8212-3dff4efcf484/nytimes_logo.jpeg?v=1724286356946
New York Times,just,160,https://cdn.glitch.global/46639e58-58ca-4804-8212-3dff4efcf484/nytimes_logo.jpeg?v=1724286356946
New York Times,india,158,https://cdn.glitch.global/46639e58-58ca-4804-8212-3dff4efcf484/nytimes_logo.jpeg?v=1724286356946
New York Times,saturday,157,https://cdn.glitch.global/46639e58-58ca-4804-8212-3dff4efcf484/nytimes_logo.jpeg?v=1724286356946
New York Times,power,157,https://cdn.glitch.global/46639e58-58ca-4804-8212-3dff4efcf484/nytimes_logo.jpeg?v=1724286356946
New York Times,official,156,https://cdn.glitch.global/46639e58-58ca-4804-8212-3dff4efcf484/nytimes_logo.jpeg?v=1724286356946
New York Times,months,154,https://cdn.glitch.global/46639e58-58ca-4804-8212-3dff4efcf484/nytimes_logo.jpeg?v=1724286356946
New York Times,human,153,https://cdn.glitch.global/46639e58-58ca-4804-8212-3dff4efcf484/nytimes_logo.jpeg?v=1724286356946
New York Times,world,153,https://cdn.glitch.global/46639e58-58ca-4804-8212-3dff4efcf484/nytimes_logo.jpeg?v=1724286356946
New York Times,khan,153,https://cdn.glitch.global/46639e58-58ca-4804-8212-3dff4efcf484/nytimes_logo.jpeg?v=1724286356946
New York Times,rahman,152,https://cdn.glitch.global/46639e58-58ca-4804-8212-3dff4efcf484/nytimes_logo.jpeg?v=1724286356946
New York Times,news,151,https://cdn.glitch.global/46639e58-58ca-4804-8212-3dff4efcf484/nytimes_logo.jpeg?v=1724286356946
New York Times,arrested,151,https://cdn.glitch.global/46639e58-58ca-4804-8212-3dff4efcf484/nytimes_logo.jpeg?v=1724286356946
New York Times,days,149,https://cdn.glitch.global/46639e58-58ca-4804-8212-3dff4efcf484/nytimes_logo.jpeg?v=1724286356946
New York Times,city,149,https://cdn.glitch.global/46639e58-58ca-4804-8212-3dff4efcf484/nytimes_logo.jpeg?v=1724286356946
New York Times,monday,148,https://cdn.glitch.global/46639e58-58ca-4804-8212-3dff4efcf484/nytimes_logo.jpeg?v=1724286356946
New York Times,religious,143,https://cdn.glitch.global/46639e58-58ca-4804-8212-3dff4efcf484/nytimes_logo.jpeg?v=1724286356946
New York Times,secular,143,https://cdn.glitch.global/46639e58-58ca-4804-8212-3dff4efcf484/nytimes_logo.jpeg?v=1724286356946
New York Times,sheikh,143,https://cdn.glitch.global/46639e58-58ca-4804-8212-3dff4efcf484/nytimes_logo.jpeg?v=1724286356946
New York Times,brands,142,https://cdn.glitch.global/46639e58-58ca-4804-8212-3dff4efcf484/nytimes_logo.jpeg?v=1724286356946
New York Times,family,142,https://cdn.glitch.global/46639e58-58ca-4804-8212-3dff4efcf484/nytimes_logo.jpeg?v=1724286356946
New York Times,awami,141,https://cdn.glitch.global/46639e58-58ca-4804-8212-3dff4efcf484/nytimes_logo.jpeg?v=1724286356946
New York Times,activists,137,https://cdn.glitch.global/46639e58-58ca-4804-8212-3dff4efcf484/nytimes_logo.jpeg?v=1724286356946
New York Times,place,136,https://cdn.glitch.global/46639e58-58ca-4804-8212-3dff4efcf484/nytimes_logo.jpeg?v=1724286356946
New York Times,court,136,https://cdn.glitch.global/46639e58-58ca-4804-8212-3dff4efcf484/nytimes_logo.jpeg?v=1724286356946
New York Times,league,135,https://cdn.glitch.global/46639e58-58ca-4804-8212-3dff4efcf484/nytimes_logo.jpeg?v=1724286356946
New York Times,thousands,135,https://cdn.glitch.global/46639e58-58ca-4804-8212-3dff4efcf484/nytimes_logo.jpeg?v=1724286356946
New York Times,sunday,135,https://cdn.glitch.global/46639e58-58ca-4804-8212-3dff4efcf484/nytimes_logo.jpeg?v=1724286356946
New York Times,district,135,https://cdn.glitch.global/46639e58-58ca-4804-8212-3dff4efcf484/nytimes_logo.jpeg?v=1724286356946
New York Times,used,134,https://cdn.glitch.global/46639e58-58ca-4804-8212-3dff4efcf484/nytimes_logo.jpeg?v=1724286356946
New York Times,owners,133,https://cdn.glitch.global/46639e58-58ca-4804-8212-3dff4efcf484/nytimes_logo.jpeg?v=1724286356946
New York Times,security,133,https://cdn.glitch.global/46639e58-58ca-4804-8212-3dff4efcf484/nytimes_logo.jpeg?v=1724286356946
New York Times,myanmar,133,https://cdn.glitch.global/46639e58-58ca-4804-8212-3dff4efcf484/nytimes_logo.jpeg?v=1724286356946
New York Times,bloggers,132,https://cdn.glitch.global/46639e58-58ca-4804-8212-3dff4efcf484/nytimes_logo.jpeg?v=1724286356946
New York Times,died,130,https://cdn.glitch.global/46639e58-58ca-4804-8212-3dff4efcf484/nytimes_logo.jpeg?v=1724286356946
New York Times,traffic,129,https://cdn.glitch.global/46639e58-58ca-4804-8212-3dff4efcf484/nytimes_logo.jpeg?v=1724286356946
New York Times,hindu,128,https://cdn.glitch.global/46639e58-58ca-4804-8212-3dff4efcf484/nytimes_logo.jpeg?v=1724286356946
New York Times,muslim,128,https://cdn.glitch.global/46639e58-58ca-4804-8212-3dff4efcf484/nytimes_logo.jpeg?v=1724286356946
New York Times,thursday,127,https://cdn.glitch.global/46639e58-58ca-4804-8212-3dff4efcf484/nytimes_logo.jpeg?v=1724286356946
New York Times,director,127,https://cdn.glitch.global/46639e58-58ca-4804-8212-3dff4efcf484/nytimes_logo.jpeg?v=1724286356946
New York Times,working,126,https://cdn.glitch.global/46639e58-58ca-4804-8212-3dff4efcf484/nytimes_logo.jpeg?v=1724286356946
Guardian,people,877,https://cdn.glitch.global/46639e58-58ca-4804-8212-3dff4efcf484/guardian_logo.svg?v=1724286344997
Guardian,workers,696,https://cdn.glitch.global/46639e58-58ca-4804-8212-3dff4efcf484/guardian_logo.svg?v=1724286344997
Guardian,government,595,https://cdn.glitch.global/46639e58-58ca-4804-8212-3dff4efcf484/guardian_logo.svg?v=1724286344997
Guardian,dhaka,492,https://cdn.glitch.global/46639e58-58ca-4804-8212-3dff4efcf484/guardian_logo.svg?v=1724286344997
Guardian,factory,465,https://cdn.glitch.global/46639e58-58ca-4804-8212-3dff4efcf484/guardian_logo.svg?v=1724286344997
Guardian,england,454,https://cdn.glitch.global/46639e58-58ca-4804-8212-3dff4efcf484/guardian_logo.svg?v=1724286344997
Guardian,world,441,https://cdn.glitch.global/46639e58-58ca-4804-8212-3dff4efcf484/guardian_logo.svg?v=1724286344997
Guardian,factories,435,https://cdn.glitch.global/46639e58-58ca-4804-8212-3dff4efcf484/guardian_logo.svg?v=1724286344997
Guardian,years,418,https://cdn.glitch.global/46639e58-58ca-4804-8212-3dff4efcf484/guardian_logo.svg?v=1724286344997
Guardian,international,416,https://cdn.glitch.global/46639e58-58ca-4804-8212-3dff4efcf484/guardian_logo.svg?v=1724286344997
Guardian,safety,416,https://cdn.glitch.global/46639e58-58ca-4804-8212-3dff4efcf484/guardian_logo.svg?v=1724286344997
Guardian,garment,412,https://cdn.glitch.global/46639e58-58ca-4804-8212-3dff4efcf484/guardian_logo.svg?v=1724286344997
Guardian,work,385,https://cdn.glitch.global/46639e58-58ca-4804-8212-3dff4efcf484/guardian_logo.svg?v=1724286344997
Guardian,country,375,https://cdn.glitch.global/46639e58-58ca-4804-8212-3dff4efcf484/guardian_logo.svg?v=1724286344997
Guardian,bangladeshi,357,https://cdn.glitch.global/46639e58-58ca-4804-8212-3dff4efcf484/guardian_logo.svg?v=1724286344997
Guardian,just,346,https://cdn.glitch.global/46639e58-58ca-4804-8212-3dff4efcf484/guardian_logo.svg?v=1724286344997
Guardian,building,342,https://cdn.glitch.global/46639e58-58ca-4804-8212-3dff4efcf484/guardian_logo.svg?v=1724286344997
Guardian,women,329,https://cdn.glitch.global/46639e58-58ca-4804-8212-3dff4efcf484/guardian_logo.svg?v=1724286344997
Guardian,police,322,https://cdn.glitch.global/46639e58-58ca-4804-8212-3dff4efcf484/guardian_logo.svg?v=1724286344997
Guardian,bangladeshs,300,https://cdn.glitch.global/46639e58-58ca-4804-8212-3dff4efcf484/guardian_logo.svg?v=1724286344997
Guardian,water,300,https://cdn.glitch.global/46639e58-58ca-4804-8212-3dff4efcf484/guardian_logo.svg?v=1724286344997
Guardian,rights,296,https://cdn.glitch.global/46639e58-58ca-4804-8212-3dff4efcf484/guardian_logo.svg?v=1724286344997
Guardian,rohingya,261,https://cdn.glitch.global/46639e58-58ca-4804-8212-3dff4efcf484/guardian_logo.svg?v=1724286344997
Guardian,home,260,https://cdn.glitch.global/46639e58-58ca-4804-8212-3dff4efcf484/guardian_logo.svg?v=1724286344997
Guardian,india,256,https://cdn.glitch.global/46639e58-58ca-4804-8212-3dff4efcf484/guardian_logo.svg?v=1724286344997
Guardian,children,254,https://cdn.glitch.global/46639e58-58ca-4804-8212-3dff4efcf484/guardian_logo.svg?v=1724286344997
Guardian,cricket,251,https://cdn.glitch.global/46639e58-58ca-4804-8212-3dff4efcf484/guardian_logo.svg?v=1724286344997
Guardian,brands,250,https://cdn.glitch.global/46639e58-58ca-4804-8212-3dff4efcf484/guardian_logo.svg?v=1724286344997
Guardian,conditions,246,https://cdn.glitch.global/46639e58-58ca-4804-8212-3dff4efcf484/guardian_logo.svg?v=1724286344997
Guardian,rana,244,https://cdn.glitch.global/46639e58-58ca-4804-8212-3dff4efcf484/guardian_logo.svg?v=1724286344997
Guardian,working,241,https://cdn.glitch.global/46639e58-58ca-4804-8212-3dff4efcf484/guardian_logo.svg?v=1724286344997
Guardian,group,239,https://cdn.glitch.global/46639e58-58ca-4804-8212-3dff4efcf484/guardian_logo.svg?v=1724286344997
Guardian,test,237,https://cdn.glitch.global/46639e58-58ca-4804-8212-3dff4efcf484/guardian_logo.svg?v=1724286344997
Guardian,plaza,237,https://cdn.glitch.global/46639e58-58ca-4804-8212-3dff4efcf484/guardian_logo.svg?v=1724286344997
Guardian,industry,235,https://cdn.glitch.global/46639e58-58ca-4804-8212-3dff4efcf484/guardian_logo.svg?v=1724286344997
Guardian,series,233,https://cdn.glitch.global/46639e58-58ca-4804-8212-3dff4efcf484/guardian_logo.svg?v=1724286344997
Guardian,killed,223,https://cdn.glitch.global/46639e58-58ca-4804-8212-3dff4efcf484/guardian_logo.svg?v=1724286344997
Guardian,security,221,https://cdn.glitch.global/46639e58-58ca-4804-8212-3dff4efcf484/guardian_logo.svg?v=1724286344997
Guardian,team,218,https://cdn.glitch.global/46639e58-58ca-4804-8212-3dff4efcf484/guardian_logo.svg?v=1724286344997
Guardian,local,217,https://cdn.glitch.global/46639e58-58ca-4804-8212-3dff4efcf484/guardian_logo.svg?v=1724286344997
Guardian,months,204,https://cdn.glitch.global/46639e58-58ca-4804-8212-3dff4efcf484/guardian_logo.svg?v=1724286344997
Guardian,past,197,https://cdn.glitch.global/46639e58-58ca-4804-8212-3dff4efcf484/guardian_logo.svg?v=1724286344997
Guardian,second,196,https://cdn.glitch.global/46639e58-58ca-4804-8212-3dff4efcf484/guardian_logo.svg?v=1724286344997
Guardian,family,195,https://cdn.glitch.global/46639e58-58ca-4804-8212-3dff4efcf484/guardian_logo.svg?v=1724286344997
Guardian,pakistan,192,https://cdn.glitch.global/46639e58-58ca-4804-8212-3dff4efcf484/guardian_logo.svg?v=1724286344997
Guardian,good,191,https://cdn.glitch.global/46639e58-58ca-4804-8212-3dff4efcf484/guardian_logo.svg?v=1724286344997
Guardian,days,191,https://cdn.glitch.global/46639e58-58ca-4804-8212-3dff4efcf484/guardian_logo.svg?v=1724286344997
Guardian,million,186,https://cdn.glitch.global/46639e58-58ca-4804-8212-3dff4efcf484/guardian_logo.svg?v=1724286344997
Guardian,global,185,https://cdn.glitch.global/46639e58-58ca-4804-8212-3dff4efcf484/guardian_logo.svg?v=1724286344997
Guardian,political,185,https://cdn.glitch.global/46639e58-58ca-4804-8212-3dff4efcf484/guardian_logo.svg?v=1724286344997
Guardian,set,183,https://cdn.glitch.global/46639e58-58ca-4804-8212-3dff4efcf484/guardian_logo.svg?v=1724286344997
Guardian,development,182,https://cdn.glitch.global/46639e58-58ca-4804-8212-3dff4efcf484/guardian_logo.svg?v=1724286344997
Guardian,game,181,https://cdn.glitch.global/46639e58-58ca-4804-8212-3dff4efcf484/guardian_logo.svg?v=1724286344997
Guardian,tour,181,https://cdn.glitch.global/46639e58-58ca-4804-8212-3dff4efcf484/guardian_logo.svg?v=1724286344997
Guardian,retailers,181,https://cdn.glitch.global/46639e58-58ca-4804-8212-3dff4efcf484/guardian_logo.svg?v=1724286344997
Guardian,ball,180,https://cdn.glitch.global/46639e58-58ca-4804-8212-3dff4efcf484/guardian_logo.svg?v=1724286344997
Guardian,human,180,https://cdn.glitch.global/46639e58-58ca-4804-8212-3dff4efcf484/guardian_logo.svg?v=1724286344997
Guardian,want,180,https://cdn.glitch.global/46639e58-58ca-4804-8212-3dff4efcf484/guardian_logo.svg?v=1724286344997
Guardian,accord,179,https://cdn.glitch.global/46639e58-58ca-4804-8212-3dff4efcf484/guardian_logo.svg?v=1724286344997
Guardian,end,177,https://cdn.glitch.global/46639e58-58ca-4804-8212-3dff4efcf484/guardian_logo.svg?v=1724286344997
Guardian,dont,177,https://cdn.glitch.global/46639e58-58ca-4804-8212-3dff4efcf484/guardian_logo.svg?v=1724286344997
Guardian,south,176,https://cdn.glitch.global/46639e58-58ca-4804-8212-3dff4efcf484/guardian_logo.svg?v=1724286344997
Guardian,need,176,https://cdn.glitch.global/46639e58-58ca-4804-8212-3dff4efcf484/guardian_logo.svg?v=1724286344997
Guardian,players,175,https://cdn.glitch.global/46639e58-58ca-4804-8212-3dff4efcf484/guardian_logo.svg?v=1724286344997
Guardian,pay,175,https://cdn.glitch.global/46639e58-58ca-4804-8212-3dff4efcf484/guardian_logo.svg?v=1724286344997
Guardian,change,174,https://cdn.glitch.global/46639e58-58ca-4804-8212-3dff4efcf484/guardian_logo.svg?v=1724286344997
Guardian,rahman,172,https://cdn.glitch.global/46639e58-58ca-4804-8212-3dff4efcf484/guardian_logo.svg?v=1724286344997
Guardian,health,171,https://cdn.glitch.global/46639e58-58ca-4804-8212-3dff4efcf484/guardian_logo.svg?v=1724286344997
Guardian,place,170,https://cdn.glitch.global/46639e58-58ca-4804-8212-3dff4efcf484/guardian_logo.svg?v=1724286344997
Guardian,englands,169,https://cdn.glitch.global/46639e58-58ca-4804-8212-3dff4efcf484/guardian_logo.svg?v=1724286344997
Guardian,high,167,https://cdn.glitch.global/46639e58-58ca-4804-8212-3dff4efcf484/guardian_logo.svg?v=1724286344997
Guardian,violence,167,https://cdn.glitch.global/46639e58-58ca-4804-8212-3dff4efcf484/guardian_logo.svg?v=1724286344997
Guardian,refugees,166,https://cdn.glitch.global/46639e58-58ca-4804-8212-3dff4efcf484/guardian_logo.svg?v=1724286344997
Guardian,long,165,https://cdn.glitch.global/46639e58-58ca-4804-8212-3dff4efcf484/guardian_logo.svg?v=1724286344997
Guardian,support,165,https://cdn.glitch.global/46639e58-58ca-4804-8212-3dff4efcf484/guardian_logo.svg?v=1724286344997
Guardian,death,164,https://cdn.glitch.global/46639e58-58ca-4804-8212-3dff4efcf484/guardian_logo.svg?v=1724286344997
Guardian,war,164,https://cdn.glitch.global/46639e58-58ca-4804-8212-3dff4efcf484/guardian_logo.svg?v=1724286344997
Guardian,labour,163,https://cdn.glitch.global/46639e58-58ca-4804-8212-3dff4efcf484/guardian_logo.svg?v=1724286344997
Guardian,going,157,https://cdn.glitch.global/46639e58-58ca-4804-8212-3dff4efcf484/guardian_logo.svg?v=1724286344997
Guardian,know,157,https://cdn.glitch.global/46639e58-58ca-4804-8212-3dff4efcf484/guardian_logo.svg?v=1724286344997
Guardian,minister,157,https://cdn.glitch.global/46639e58-58ca-4804-8212-3dff4efcf484/guardian_logo.svg?v=1724286344997
Guardian,director,156,https://cdn.glitch.global/46639e58-58ca-4804-8212-3dff4efcf484/guardian_logo.svg?v=1724286344997
Guardian,collapse,156,https://cdn.glitch.global/46639e58-58ca-4804-8212-3dff4efcf484/guardian_logo.svg?v=1724286344997
Guardian,countries,155,https://cdn.glitch.global/46639e58-58ca-4804-8212-3dff4efcf484/guardian_logo.svg?v=1724286344997
Guardian,families,154,https://cdn.glitch.global/46639e58-58ca-4804-8212-3dff4efcf484/guardian_logo.svg?v=1724286344997
Guardian,party,152,https://cdn.glitch.global/46639e58-58ca-4804-8212-3dff4efcf484/guardian_logo.svg?v=1724286344997
Guardian,runs,151,https://cdn.glitch.global/46639e58-58ca-4804-8212-3dff4efcf484/guardian_logo.svg?v=1724286344997
Guardian,clothes,151,https://cdn.glitch.global/46639e58-58ca-4804-8212-3dff4efcf484/guardian_logo.svg?v=1724286344997
Guardian,countrys,150,https://cdn.glitch.global/46639e58-58ca-4804-8212-3dff4efcf484/guardian_logo.svg?v=1724286344997
Guardian,number,150,https://cdn.glitch.global/46639e58-58ca-4804-8212-3dff4efcf484/guardian_logo.svg?v=1724286344997
Guardian,help,150,https://cdn.glitch.global/46639e58-58ca-4804-8212-3dff4efcf484/guardian_logo.svg?v=1724286344997
Guardian,match,149,https://cdn.glitch.global/46639e58-58ca-4804-8212-3dff4efcf484/guardian_logo.svg?v=1724286344997
Guardian,opposition,149,https://cdn.glitch.global/46639e58-58ca-4804-8212-3dff4efcf484/guardian_logo.svg?v=1724286344997
Guardian,cup,148,https://cdn.glitch.global/46639e58-58ca-4804-8212-3dff4efcf484/guardian_logo.svg?v=1724286344997
Guardian,hasina,146,https://cdn.glitch.global/46639e58-58ca-4804-8212-3dff4efcf484/guardian_logo.svg?v=1724286344997
Guardian,played,145,https://cdn.glitch.global/46639e58-58ca-4804-8212-3dff4efcf484/guardian_logo.svg?v=1724286344997
Guardian,better,145,https://cdn.glitch.global/46639e58-58ca-4804-8212-3dff4efcf484/guardian_logo.svg?v=1724286344997
Guardian,life,145,https://cdn.glitch.global/46639e58-58ca-4804-8212-3dff4efcf484/guardian_logo.svg?v=1724286344997
Guardian,state,143,https://cdn.glitch.global/46639e58-58ca-4804-8212-3dff4efcf484/guardian_logo.svg?v=1724286344997
Guardian,living,141,https://cdn.glitch.global/46639e58-58ca-4804-8212-3dff4efcf484/guardian_logo.svg?v=1724286344997
